Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1983,3,68.06,61.04,75.3,60.31875639
1983,4,68.37,60.75,75.75,68.26560477
1983,5,137.12,129.46,145.03,129.642402
1983,6,40.61,33.36,48.15,43.63800681
1983,7,46.55,39.35,53.63,48.29497445
1983,8,70.19,62.75,78.18,71.54473595
1983,9,106.68,99,114.97,99.1
1983,10,78.54,70.15,86.66,86.23630324
1983,11,74.83,67.54,82.73,67.15574106
1983,12,81.02,73.63,88.3,77.29005111
1984,1,38.48,31.8,45.34,34.5229983
1984,2,38.98,32.12,46.04,30.70057922
1984,3,55.42,48.3,62.6,49.08459966
1984,4,63.81,56.36,71.09,66.66034072
1984,5,87.79,80.12,95.73,80.54248722
1984,6,89.81,82.05,97.64,81.52451448
1984,7,59.92,52.31,67.11,59.40456559
1984,8,80.66,72.77,88.51,85.9667121
1984,9,110.09,102.26,117.72,99.35596252
1984,10,84.24,76.44,92.34,81.48386712
1984,11,77.35,69.49,84.98,72.73591141
1984,12,81.84,74.87,89.07,69.08551959
1985,1,68.42,61.54,75.83,63.31558773
1985,2,82.65,75.84,89.62,68.23270869
1985,3,86.96,80.02,94.13,66.8211925
1985,4,68.61,61.3,76.34,61.06805792
1985,5,70.32,62.59,77.68,61.5755707
1985,6,43.99,36.41,51.22,45.1672402
1985,7,71.65,64.18,78.89,70.05448041
1985,8,103,95.45,110.87,98.64795571
1985,9,101.22,93.3,108.84,87.53923339
1985,10,87.15,78.93,94.96,83.15333901
1985,11,130.26,122.74,137.75,116.2818058
1985,12,79.5,71.91,86.4,70.72843271
1986,1,40.84,33.99,47.78,31.82091993
1986,2,44.41,37.27,51.68,32.90478705
1986,3,64.8,57.6,71.97,44.56567291
1986,4,44.37,36.98,51.83,41.42333901
1986,5,67.8,60.37,75.63,62.21577513
1986,6,90.76,83.11,98.64,78.49045997
1986,7,99.32,92.14,106.58,90.42449744
1986,8,61.7,53.94,69.31,60.57221465
1986,9,221.34,213.8,229.55,185.448092
1986,10,69.02,61.1,76.9,60.58028961
1986,11,30.75,23.64,37.98,24.61969336
1986,12,36.39,29.44,43.19,27.91773424
1987,1,39.37,32.35,46.56,27.86109029
1987,2,19.59,13.19,26.08,10.2349063
1987,3,37.6,30.36,44.83,27.30158433
1987,4,42.77,35.6,50.04,41.57558773
1987,5,56.58,48.84,64.46,48.07640545
1987,6,67.18,59.52,74.87,56.85434412
1987,7,52.47,44.81,60.04,46.69844974
1987,8,127.77,119.87,135.71,109.8130494
1987,9,91.87,83.84,99.59,69.09502555
1987,10,74.16,66.21,82.07,64.31342419
1987,11,75.29,67.62,82.77,58.05166951
1987,12,77.03,69.6,84.52,60.09207836
1988,1,56.91,49.84,63.96,44.72241908
1988,2,49.13,42.05,56,38.10287905
1988,3,51.45,44.16,58.54,37.91076661
1988,4,66.08,58.42,73.35,59.05650767
1988,5,28.85,21.6,36.25,26.83543441
1988,6,21.78,15,28.52,22.24265758
1988,7,56.12,48.85,63.62,51.17250426
1988,8,85.58,78.09,93.57,79.94923339
1988,9,89.94,82.31,97.78,71.75265758
1988,10,116.46,108.07,124.65,108.3431857
1988,11,124.98,117.21,132.67,103.0548722
1988,12,58.01,50.9,65.53,45.05758092
1989,1,40.94,33.83,47.86,30.45057922
1989,2,36.15,29.08,43.13,26.25112436
1989,3,70.5,63.4,77.69,51.84311755
1989,4,33.01,25.77,40.15,30.45875639
1989,5,82.64,74.79,90.37,66.10078365
1989,6,78.54,71.07,85.89,67.9453833
1989,7,33.12,25.8,40.18,36.71006814
1989,8,60.17,52.61,67.58,63.75410562
1989,9,49.37,41.47,57.29,48.76437819
1989,10,59.91,51.9,67.73,59.70206133
1989,11,82.4,74.73,90.02,77.56362862
1989,12,54.23,46.73,61.44,59.90143101
1990,1,62.48,55.22,69.42,59.99625213
1990,2,47.07,40.19,53.86,40.14959114
1990,3,61.33,53.91,68.55,60.5579046
1990,4,41.48,34.36,48.76,47.84102215
1990,5,105.04,97.34,112.37,98.5518569
1990,6,120.99,113.73,128.82,117.0141227
1990,7,63.75,56.56,71.27,64.67221465
1990,8,69.57,61.86,77.61,71.51289608
1990,9,95.52,88.02,103.8,90.20373083
1990,10,107.26,98.89,115.35,104.4312947
1990,11,98.76,91.01,106.48,93.18616695
1990,12,64.76,57.4,72.14,62.92536627
1991,1,39.77,32.68,46.53,43.58063032
1991,2,28.96,22.51,35.83,27.40361158
1991,3,89.19,81.94,96.62,88.24935264
1991,4,90.17,82.85,97.88,92.82238501
1991,5,91.95,84.69,99.69,85.47424191
1991,6,35.09,27.98,42.52,32.72693356
1991,7,92.64,85.12,100.12,92.52795571
1991,8,36.65,29.21,44.06,50.40967632
1991,9,74.94,67.17,82.76,73.31981261
1991,10,132.98,125.03,141.1,129.4654514
1991,11,77.9,70.1,85.76,71.9251448
1991,12,57.41,50.27,64.85,50.38500852
1992,1,54.02,47.03,61.1,43.48103918
1992,2,46.76,39.81,53.6,37.05166951
1992,3,54.8,48.04,62.28,44.77301533
1992,4,70.63,63.26,77.86,63.96960818
1992,5,29.65,22.53,36.77,26.85594549
1992,6,47.28,39.77,54.75,45.62594549
1992,7,94.55,86.89,102.38,88.15768313
1992,8,75.54,67.55,83.16,71.47798978
1992,9,112.53,104.42,120.84,97.87626917
1992,10,55.66,47.46,63.86,48.41044293
1992,11,129.78,122.36,137.46,110.8980409
1992,12,57.81,50.9,65.26,50.22712095
1993,1,69.66,62.67,76.69,56.53919932
1993,2,30.22,23.34,37.13,23.91086882
1993,3,28.97,22.37,35.91,24.7228109
1993,4,101.98,94.45,109.32,99.37846678
1993,5,78.35,70.62,86.27,67.06991482
1993,6,122.7,115.24,130.57,107.906201
1993,7,70.14,62.62,77.47,70.51850085
1993,8,84.3,76.39,92.06,87.34471891
1993,9,101.21,93.5,109.33,90.83572402
1993,10,69.12,61.2,77.39,63.04025554
1993,11,60.61,52.93,68.18,49.89916525
1993,12,40.32,33.47,47.33,31.96689949
1994,1,71.75,64.88,79.01,60.18938671
1994,2,51.97,44.67,58.82,42.70638842
1994,3,36.55,29.6,43.43,27.45621806
1994,4,60.76,53.04,68.13,58.98074957
1994,5,52.61,44.96,60.12,46.17320273
1994,6,84.91,77.32,92.32,77.49689949
1994,7,103.37,95.7,111.13,91.11492334
1994,8,102.74,94.93,110.84,101.4321806
1994,9,72.43,64.4,80.28,62.73199319
1994,10,48.05,40.23,56.14,46.22477002
1994,11,87.02,79.55,94.53,78.14940375
1994,12,22.87,16.4,29.8,20.32800681
1995,1,66.94,59.88,74.04,50.9539523
1995,2,28.84,22,35.64,23.52643952
1995,3,46.6,39.24,53.68,34.68034072
1995,4,81.26,73.58,88.47,71.27112436
1995,5,78.64,71.04,86.58,58.00875639
